LAMBDA,PRM,RMF,RD,mean,std,cr0,cr1,cr2,cr3
TRUE,TRUE,FALSE,TRUE,459.46,703.48,389.11,529.81,670.51,811.2
TRUE,FALSE,TRUE,FALSE,227.06,880.39,227.06,227.06,667.26,1107.45
FALSE,FALSE,FALSE,TRUE,44.13,883.15,-44.19,132.45,309.08,485.71
FALSE,FALSE,TRUE,TRUE,38.5,885.75,38.5,38.5,481.37,924.24
FALSE,TRUE,FALSE,TRUE,291.72,701.37,221.58,361.86,502.13,642.41
TRUE,FALSE,FALSE,TRUE,220.3,890.67,131.24,309.37,487.5,665.64
FALSE,TRUE,TRUE,FALSE,293.71,704.5,293.71,293.71,645.96,998.21
TRUE,FALSE,FALSE,TRUE,215.34,883.85,126.96,303.73,480.49,657.26
TRUE,TRUE,FALSE,TRUE,454.02,708.33,383.19,524.85,666.52,808.18
FALSE,FALSE,FALSE,FALSE,55.21,879.49,-32.74,143.15,319.05,494.95
FALSE,FALSE,FALSE,FALSE,47.95,886.1,-40.66,136.56,313.78,491
FALSE,FALSE,TRUE,TRUE,48.08,886.1,48.08,48.08,491.13,934.18
FALSE,TRUE,TRUE,FALSE,296.4,700.34,296.4,296.4,646.57,996.74
FALSE,TRUE,TRUE,FALSE,290.29,701.96,290.29,290.29,641.27,992.25
TRUE,FALSE,FALSE,TRUE,220.46,884.82,131.98,308.94,485.9,662.87
TRUE,FALSE,FALSE,FALSE,225.12,884.17,136.7,313.54,490.37,667.21
TRUE,FALSE,FALSE,TRUE,216.45,882.2,128.23,304.67,481.11,657.55
TRUE,FALSE,FALSE,TRUE,223.49,889.43,134.55,312.43,490.32,668.2
TRUE,FALSE,TRUE,TRUE,228.57,884.02,228.57,228.57,670.58,1112.59
TRUE,FALSE,TRUE,FALSE,226.45,883.99,226.45,226.45,668.44,1110.43
FALSE,TRUE,FALSE,FALSE,288.57,701.55,218.42,358.73,499.04,639.35
TRUE,FALSE,TRUE,FALSE,227.75,881.82,227.75,227.75,668.66,1109.57
FALSE,TRUE,FALSE,TRUE,287.08,702.36,216.85,357.32,497.79,638.26
TRUE,TRUE,FALSE,TRUE,462.38,703.8,392,532.76,673.52,814.28
TRUE,FALSE,TRUE,FALSE,220.81,881.45,220.81,220.81,661.53,1102.26
TRUE,FALSE,TRUE,FALSE,221.16,886.78,221.16,221.16,664.55,1107.94
FALSE,FALSE,TRUE,TRUE,35.86,883.21,35.86,35.86,477.46,919.06
TRUE,TRUE,FALSE,TRUE,450.82,703.08,380.51,521.12,661.74,802.36
FALSE,FALSE,TRUE,FALSE,43.06,885.51,43.06,43.06,485.81,928.57
TRUE,TRUE,FALSE,FALSE,470.35,702.32,400.12,540.59,681.05,821.51
TRUE,FALSE,TRUE,TRUE,216.38,885.24,216.38,216.38,659,1101.62
TRUE,FALSE,TRUE,TRUE,229.53,884.31,229.53,229.53,671.69,1113.84
TRUE,FALSE,FALSE,TRUE,223.75,884.27,135.32,312.17,489.03,665.88
TRUE,TRUE,TRUE,TRUE,459.11,706.2,459.11,459.11,812.21,1165.31
TRUE,TRUE,FALSE,FALSE,460.41,705.97,389.82,531.01,672.2,813.4
TRUE,TRUE,FALSE,FALSE,465.49,703.96,395.09,535.89,676.68,817.47
FALSE,FALSE,FALSE,TRUE,45.08,883.93,-43.31,133.48,310.26,487.05
FALSE,TRUE,FALSE,FALSE,287.92,699.62,217.96,357.88,497.81,637.73
FALSE,TRUE,FALSE,FALSE,294.52,700.22,224.5,364.54,504.59,644.63
TRUE,TRUE,TRUE,TRUE,445.14,707.64,445.14,445.14,798.96,1152.78
FALSE,FALSE,TRUE,FALSE,59.53,879.42,59.53,59.53,499.24,938.96
FALSE,TRUE,TRUE,TRUE,283.07,698.11,283.07,283.07,632.12,981.17
TRUE,FALSE,TRUE,TRUE,218.52,879.25,218.52,218.52,658.15,1097.78
FALSE,FALSE,TRUE,FALSE,56.17,883.35,56.17,56.17,497.85,939.52
FALSE,TRUE,TRUE,FALSE,295.78,701.94,295.78,295.78,646.75,997.72
FALSE,TRUE,FALSE,FALSE,297,700.93,226.9,367.09,507.28,647.46
TRUE,FALSE,FALSE,TRUE,220.05,881.62,131.89,308.21,484.54,660.86
FALSE,FALSE,FALSE,FALSE,56.79,882.79,-31.49,145.07,321.62,498.18
FALSE,FALSE,TRUE,TRUE,37.72,882.01,37.72,37.72,478.73,919.73
TRUE,TRUE,TRUE,TRUE,454.31,700.22,454.31,454.31,804.42,1154.53
TRUE,TRUE,FALSE,TRUE,454.85,710.25,383.83,525.88,667.93,809.98
FALSE,FALSE,FALSE,TRUE,37.76,885.57,-50.8,126.31,303.43,480.54
FALSE,FALSE,TRUE,FALSE,57.1,877.97,57.1,57.1,496.08,935.07
FALSE,TRUE,TRUE,TRUE,276.47,705.13,276.47,276.47,629.04,981.61
TRUE,FALSE,TRUE,TRUE,213.59,886.74,213.59,213.59,656.96,1100.33
TRUE,FALSE,TRUE,FALSE,221.39,882.06,221.39,221.39,662.42,1103.45
FALSE,FALSE,TRUE,FALSE,50.8,882.34,50.8,50.8,491.98,933.15
FALSE,TRUE,TRUE,TRUE,277.1,705.6,277.1,277.1,629.9,982.71
FALSE,TRUE,TRUE,FALSE,296.6,707.45,296.6,296.6,650.32,1004.04
TRUE,TRUE,FALSE,TRUE,461.04,706.04,390.44,531.65,672.86,814.06
TRUE,FALSE,TRUE,TRUE,220.33,882.7,220.33,220.33,661.68,1103.03
FALSE,TRUE,TRUE,TRUE,285.4,703.59,285.4,285.4,637.19,988.99
FALSE,FALSE,FALSE,FALSE,52.08,884.11,-36.33,140.49,317.31,494.13
TRUE,TRUE,FALSE,FALSE,469.41,705.53,398.86,539.97,681.07,822.18
FALSE,FALSE,FALSE,TRUE,40.79,886.59,-47.87,129.45,306.77,484.09
FALSE,FALSE,FALSE,TRUE,35.41,882.76,-52.86,123.69,300.24,476.79
FALSE,FALSE,FALSE,FALSE,38.95,886.15,-49.67,127.56,304.79,482.02
FALSE,FALSE,TRUE,TRUE,48.84,883.45,48.84,48.84,490.57,932.3
FALSE,TRUE,TRUE,FALSE,289.97,703.67,289.97,289.97,641.81,993.64
FALSE,FALSE,TRUE,TRUE,39.7,887.88,39.7,39.7,483.64,927.58
TRUE,FALSE,FALSE,FALSE,227.48,882.05,139.27,315.68,492.1,668.51
FALSE,FALSE,FALSE,FALSE,52.92,883.45,-35.42,141.27,317.96,494.65
TRUE,FALSE,FALSE,TRUE,222.01,886.36,133.37,310.64,487.91,665.19
FALSE,FALSE,FALSE,TRUE,41.77,886.15,-46.84,130.39,307.62,484.85
FALSE,TRUE,FALSE,TRUE,285.31,701.56,215.15,355.46,495.78,636.09
TRUE,FALSE,FALSE,TRUE,216.58,882.58,128.32,304.84,481.35,657.87
FALSE,FALSE,FALSE,FALSE,48,879.21,-39.92,135.92,311.76,487.6
TRUE,FALSE,TRUE,TRUE,223.04,886.05,223.04,223.04,666.06,1109.09
TRUE,FALSE,TRUE,TRUE,221.45,887.21,221.45,221.45,665.05,1108.66
FALSE,FALSE,FALSE,FALSE,50,884.89,-38.49,138.49,315.46,492.44
FALSE,FALSE,TRUE,TRUE,41.49,882.36,41.49,41.49,482.67,923.85
FALSE,FALSE,TRUE,TRUE,46.31,879.72,46.31,46.31,486.16,926.02
FALSE,FALSE,TRUE,TRUE,48.73,885.98,48.73,48.73,491.72,934.71
FALSE,FALSE,TRUE,TRUE,51.36,876.42,51.36,51.36,489.58,927.79
FALSE,FALSE,TRUE,FALSE,56.54,880.7,56.54,56.54,496.89,937.25
FALSE,TRUE,TRUE,TRUE,281.64,706.34,281.64,281.64,634.82,987.99
TRUE,FALSE,TRUE,TRUE,219.53,887.73,219.53,219.53,663.4,1107.26
TRUE,TRUE,FALSE,FALSE,468.59,701.5,398.43,538.74,679.04,819.34
FALSE,FALSE,FALSE,TRUE,48.26,881.71,-39.91,136.43,312.77,489.11
FALSE,FALSE,FALSE,FALSE,56.7,884.54,-31.75,145.16,322.07,498.97
TRUE,FALSE,FALSE,FALSE,228.23,886.54,139.57,316.88,494.19,671.5
TRUE,TRUE,FALSE,FALSE,468.08,705.17,397.57,538.6,679.63,820.66
FALSE,TRUE,TRUE,FALSE,292.14,703.1,292.14,292.14,643.69,995.24
TRUE,FALSE,FALSE,FALSE,222.82,884.13,134.41,311.24,488.06,664.89
FALSE,TRUE,FALSE,FALSE,287.1,700.14,217.09,357.12,497.15,637.18
TRUE,TRUE,TRUE,FALSE,465.61,704.5,465.61,465.61,817.86,1170.11
FALSE,TRUE,FALSE,TRUE,280.68,702.32,210.45,350.91,491.38,631.84
TRUE,FALSE,FALSE,TRUE,214.07,886.61,125.41,302.73,480.05,657.38
FALSE,TRUE,FALSE,TRUE,271.41,702.55,201.15,341.66,482.17,622.68
FALSE,FALSE,TRUE,TRUE,46.65,886,46.65,46.65,489.65,932.65
TRUE,TRUE,TRUE,TRUE,460.36,705.7,460.36,460.36,813.21,1166.06
FALSE,FALSE,TRUE,FALSE,50.64,880.72,50.64,50.64,491,931.37
TRUE,TRUE,FALSE,FALSE,470.23,702.27,400,540.45,680.91,821.36
TRUE,TRUE,TRUE,TRUE,460.36,707.84,460.36,460.36,814.28,1168.2
FALSE,FALSE,TRUE,FALSE,65.89,880.59,65.89,65.89,506.18,946.48
TRUE,FALSE,TRUE,FALSE,225.98,884.48,225.98,225.98,668.22,1110.46
TRUE,TRUE,TRUE,FALSE,466.64,701.39,466.64,466.64,817.34,1168.03
FALSE,FALSE,FALSE,FALSE,42.81,884.34,-45.62,131.25,308.11,484.98
TRUE,FALSE,FALSE,FALSE,224.94,882.83,136.66,313.22,489.79,666.36
FALSE,TRUE,TRUE,TRUE,284.89,703.25,284.89,284.89,636.51,988.14
FALSE,FALSE,TRUE,FALSE,63.33,878.59,63.33,63.33,502.63,941.92
TRUE,TRUE,TRUE,FALSE,460.87,696.39,460.87,460.87,809.06,1157.25
TRUE,TRUE,FALSE,TRUE,447.6,707.59,376.84,518.36,659.88,801.4
FALSE,TRUE,FALSE,TRUE,285.96,700.95,215.86,356.05,496.24,636.43
FALSE,TRUE,FALSE,FALSE,287.83,704.33,217.4,358.27,499.13,640
FALSE,FALSE,TRUE,TRUE,46.85,880.05,46.85,46.85,486.88,926.91
FALSE,TRUE,FALSE,FALSE,289.34,704.89,218.85,359.83,500.81,641.79
FALSE,TRUE,TRUE,TRUE,284.23,701.03,284.23,284.23,634.74,985.26
FALSE,TRUE,FALSE,TRUE,286.17,701.2,216.05,356.29,496.52,636.76
FALSE,TRUE,TRUE,FALSE,300.44,697.8,300.44,300.44,649.33,998.23
FALSE,FALSE,TRUE,TRUE,41.3,882.34,41.3,41.3,482.47,923.64
TRUE,TRUE,TRUE,TRUE,460.6,710.3,460.6,460.6,815.75,1170.9
TRUE,FALSE,TRUE,FALSE,217.86,884.22,217.86,217.86,659.97,1102.08
FALSE,TRUE,TRUE,FALSE,290.63,705.27,290.63,290.63,643.26,995.9
TRUE,TRUE,FALSE,FALSE,463.79,707.38,393.05,534.53,676.01,817.49
FALSE,FALSE,FALSE,TRUE,47.55,878.84,-40.34,135.43,311.2,486.97
TRUE,FALSE,FALSE,TRUE,224.08,887.07,135.37,312.79,490.2,667.61
TRUE,FALSE,FALSE,FALSE,226.06,880.91,137.97,314.15,490.33,666.51
FALSE,FALSE,FALSE,TRUE,29.2,886.71,-59.47,117.87,295.21,472.56
FALSE,FALSE,FALSE,FALSE,64.96,879.7,-23.01,152.93,328.87,504.81
FALSE,FALSE,TRUE,TRUE,41.4,883.93,41.4,41.4,483.37,925.33
TRUE,FALSE,TRUE,FALSE,235.91,882.2,235.91,235.91,677,1118.1
FALSE,TRUE,FALSE,FALSE,290.7,703.52,220.35,361.05,501.75,642.46
TRUE,FALSE,FALSE,FALSE,227.36,882.05,139.15,315.56,491.97,668.38
FALSE,TRUE,FALSE,FALSE,295.87,701.62,225.7,366.03,506.35,646.67
FALSE,FALSE,FALSE,TRUE,46.03,888.14,-42.79,134.84,312.47,490.1
TRUE,TRUE,FALSE,FALSE,466.79,701.98,396.6,536.99,677.39,817.79
TRUE,TRUE,FALSE,TRUE,459.96,701.9,389.77,530.15,670.53,810.92
FALSE,FALSE,FALSE,FALSE,56.99,878.12,-30.82,144.8,320.42,496.05
FALSE,FALSE,FALSE,TRUE,38.41,890.62,-50.65,127.47,305.59,483.72
TRUE,TRUE,TRUE,TRUE,454.7,706.28,454.7,454.7,807.84,1160.98
TRUE,FALSE,TRUE,TRUE,222.24,883.42,222.24,222.24,663.95,1105.66
TRUE,TRUE,FALSE,TRUE,451.33,707.11,380.62,522.04,663.46,804.88
FALSE,TRUE,TRUE,TRUE,285.3,703.91,285.3,285.3,637.26,989.21
FALSE,TRUE,FALSE,FALSE,293.13,703.1,222.82,363.44,504.06,644.68
TRUE,TRUE,FALSE,FALSE,462.96,702.6,392.7,533.22,673.74,814.26
FALSE,FALSE,FALSE,TRUE,34.92,886.6,-53.74,123.58,300.9,478.22
TRUE,FALSE,TRUE,TRUE,217.14,896.42,217.14,217.14,665.35,1113.56
TRUE,FALSE,FALSE,TRUE,223.31,882.01,135.1,311.51,487.91,664.31
TRUE,TRUE,TRUE,FALSE,467.26,705.19,467.26,467.26,819.86,1172.46
TRUE,TRUE,FALSE,FALSE,463.68,705.64,393.12,534.25,675.38,816.5
FALSE,TRUE,FALSE,FALSE,287.43,699.65,217.46,357.39,497.32,637.25
FALSE,TRUE,FALSE,TRUE,277.76,708.14,206.95,348.57,490.2,631.83
TRUE,FALSE,FALSE,FALSE,224.86,882.56,136.6,313.11,489.63,666.14
FALSE,FALSE,FALSE,FALSE,47.58,880.79,-40.5,135.66,311.82,487.98
TRUE,FALSE,TRUE,TRUE,221.51,886.95,221.51,221.51,664.98,1108.46
FALSE,FALSE,FALSE,FALSE,50.47,888.87,-38.42,139.35,317.13,494.9
TRUE,FALSE,FALSE,TRUE,214.27,880.84,126.19,302.36,478.53,654.7
FALSE,FALSE,FALSE,FALSE,57.86,881.19,-30.26,145.98,322.22,498.45
FALSE,FALSE,TRUE,FALSE,54.55,881.04,54.55,54.55,495.07,935.6
FALSE,FALSE,TRUE,FALSE,46.29,886.32,46.29,46.29,489.45,932.61
TRUE,TRUE,TRUE,FALSE,468.51,706.27,468.51,468.51,821.65,1174.79
FALSE,TRUE,TRUE,TRUE,284.87,701.22,284.87,284.87,635.48,986.09
TRUE,FALSE,TRUE,FALSE,225.9,885.26,225.9,225.9,668.53,1111.16
FALSE,TRUE,TRUE,FALSE,296.15,702.95,296.15,296.15,647.63,999.1
TRUE,TRUE,TRUE,FALSE,460.96,708.27,460.96,460.96,815.09,1169.23
TRUE,TRUE,FALSE,FALSE,467.31,703.54,396.95,537.66,678.37,819.08
FALSE,TRUE,FALSE,FALSE,289.77,701.89,219.58,359.96,500.33,640.71
TRUE,TRUE,FALSE,FALSE,464.92,704.85,394.44,535.41,676.38,817.35
TRUE,TRUE,FALSE,TRUE,461.74,705.86,391.15,532.32,673.49,814.66
FALSE,TRUE,TRUE,FALSE,289.13,699.67,289.13,289.13,638.97,988.8
TRUE,FALSE,FALSE,FALSE,228.68,886.5,140.03,317.33,494.63,671.93
FALSE,TRUE,TRUE,FALSE,291.58,704.04,291.58,291.58,643.6,995.62
FALSE,FALSE,TRUE,TRUE,41.1,887.53,41.1,41.1,484.86,928.63
TRUE,FALSE,TRUE,TRUE,207.23,883.29,207.23,207.23,648.88,1090.52
FALSE,FALSE,FALSE,FALSE,54.77,884.72,-33.7,143.24,320.19,497.13
TRUE,FALSE,FALSE,TRUE,225.18,884.73,136.71,313.65,490.6,667.55
TRUE,TRUE,TRUE,FALSE,475.55,699.24,475.55,475.55,825.17,1174.8
TRUE,TRUE,FALSE,TRUE,459.42,703.56,389.06,529.77,670.49,811.2
TRUE,TRUE,TRUE,TRUE,454.19,707.61,454.19,454.19,807.99,1161.8
FALSE,FALSE,TRUE,TRUE,44.85,886.59,44.85,44.85,488.15,931.45
TRUE,FALSE,FALSE,FALSE,225.13,881.47,136.99,313.28,489.57,665.87
FALSE,FALSE,TRUE,TRUE,44.63,882.18,44.63,44.63,485.72,926.81
TRUE,FALSE,FALSE,TRUE,210.74,887.58,121.99,299.5,477.02,654.54
FALSE,TRUE,TRUE,FALSE,291.09,700.59,291.09,291.09,641.39,991.68
TRUE,TRUE,FALSE,TRUE,459.35,706.49,388.7,530,671.29,812.59
FALSE,TRUE,FALSE,TRUE,280.23,699.72,210.26,350.21,490.15,630.09
TRUE,TRUE,TRUE,FALSE,464.65,703.32,464.65,464.65,816.3,1167.96
FALSE,FALSE,FALSE,FALSE,51.05,878.03,-36.75,138.86,314.46,490.07
FALSE,TRUE,FALSE,FALSE,293,699.7,223.03,362.97,502.91,642.86
FALSE,TRUE,TRUE,TRUE,280.84,707.14,280.84,280.84,634.41,987.98
TRUE,TRUE,FALSE,TRUE,447.9,705.27,377.37,518.42,659.48,800.53
TRUE,FALSE,FALSE,FALSE,226.02,884.24,137.59,314.44,491.29,668.14
TRUE,FALSE,FALSE,FALSE,228.1,883.82,139.72,316.48,493.25,670.01
FALSE,TRUE,TRUE,FALSE,294.65,703.87,294.65,294.65,646.59,998.52
TRUE,FALSE,TRUE,TRUE,218.06,884.03,218.06,218.06,660.07,1102.09
TRUE,FALSE,TRUE,FALSE,222.29,882.18,222.29,222.29,663.38,1104.47
FALSE,TRUE,TRUE,TRUE,284.5,702.01,284.5,284.5,635.5,986.51
TRUE,FALSE,FALSE,FALSE,220.23,885.92,131.64,308.83,486.01,663.2
FALSE,FALSE,TRUE,FALSE,52.96,881.42,52.96,52.96,493.67,934.38
TRUE,TRUE,FALSE,TRUE,455.26,705.44,384.72,525.81,666.89,807.98
TRUE,FALSE,FALSE,FALSE,223.64,881.08,135.54,311.75,487.97,664.19
FALSE,TRUE,TRUE,TRUE,281.61,705.63,281.61,281.61,634.42,987.24
TRUE,TRUE,TRUE,TRUE,458.19,707.59,458.19,458.19,811.98,1165.78
TRUE,TRUE,FALSE,FALSE,463.88,705.72,393.31,534.45,675.6,816.74
TRUE,TRUE,TRUE,TRUE,461.97,700.99,461.97,461.97,812.47,1162.96
FALSE,FALSE,TRUE,TRUE,41.63,888.65,41.63,41.63,485.95,930.27
TRUE,TRUE,FALSE,TRUE,458.29,707.53,387.54,529.05,670.55,812.06
TRUE,FALSE,TRUE,TRUE,222.19,881.14,222.19,222.19,662.76,1103.33
TRUE,TRUE,FALSE,FALSE,466.55,703.82,396.16,536.93,677.69,818.46
FALSE,FALSE,FALSE,TRUE,44.06,886.19,-44.56,132.68,309.92,487.15
TRUE,TRUE,TRUE,TRUE,457.05,707.96,457.05,457.05,811.03,1165.01
TRUE,FALSE,TRUE,FALSE,227.54,878.89,227.54,227.54,666.99,1106.44
TRUE,FALSE,FALSE,TRUE,221.64,889.6,132.68,310.6,488.52,666.44
TRUE,TRUE,FALSE,FALSE,472.4,703.88,402.02,542.79,683.57,824.34
FALSE,TRUE,TRUE,TRUE,283.15,705.23,283.15,283.15,635.77,988.39
TRUE,FALSE,TRUE,FALSE,233.34,876.78,233.34,233.34,671.73,1110.12
FALSE,TRUE,TRUE,TRUE,288.06,703.96,288.06,288.06,640.04,992.01
TRUE,FALSE,TRUE,TRUE,222.52,888.17,222.52,222.52,666.6,1110.69
FALSE,TRUE,FALSE,TRUE,286.53,703.92,216.14,356.92,497.71,638.49
FALSE,FALSE,FALSE,FALSE,53.83,879.27,-34.1,141.76,317.61,493.47
TRUE,FALSE,FALSE,TRUE,221.64,888.35,132.8,310.47,488.14,665.81
TRUE,TRUE,FALSE,FALSE,466.52,707.11,395.81,537.23,678.65,820.08
TRUE,TRUE,TRUE,FALSE,460.73,705.99,460.73,460.73,813.72,1166.72
TRUE,FALSE,FALSE,FALSE,228.43,883.57,140.07,316.78,493.5,670.21
FALSE,FALSE,FALSE,FALSE,50.71,879.94,-37.29,138.7,314.69,490.68
FALSE,TRUE,FALSE,FALSE,298.07,701.32,227.94,368.2,508.47,648.73
TRUE,TRUE,TRUE,FALSE,469.89,703.05,469.89,469.89,821.42,1172.94
TRUE,FALSE,FALSE,FALSE,225.89,884.99,137.39,314.39,491.38,668.38
FALSE,FALSE,TRUE,TRUE,33.85,883.39,33.85,33.85,475.55,917.24
FALSE,FALSE,FALSE,FALSE,55.81,880.11,-32.2,143.82,319.85,495.87
TRUE,FALSE,FALSE,TRUE,210.72,884.98,122.23,299.22,476.22,653.22
TRUE,FALSE,TRUE,FALSE,233.54,883.93,233.54,233.54,675.5,1117.47
FALSE,FALSE,FALSE,FALSE,47.29,883.72,-41.09,135.66,312.4,489.15
FALSE,FALSE,TRUE,FALSE,50,881.4,50,50,490.7,931.4
FALSE,TRUE,TRUE,FALSE,290.18,703.36,290.18,290.18,641.86,993.54
FALSE,FALSE,TRUE,FALSE,53.75,879.77,53.75,53.75,493.63,933.52
FALSE,FALSE,FALSE,FALSE,54.78,885.49,-33.77,143.33,320.42,497.52
FALSE,FALSE,FALSE,FALSE,57.77,885.73,-30.81,146.34,323.49,500.63
FALSE,TRUE,FALSE,TRUE,278.76,700.85,208.67,348.84,489.01,629.18
TRUE,TRUE,FALSE,FALSE,472.35,701.32,402.22,542.48,682.75,823.01
FALSE,FALSE,FALSE,TRUE,39.81,886.44,-48.84,128.45,305.74,483.03
TRUE,FALSE,FALSE,FALSE,219.68,878.07,131.88,307.49,483.11,658.72
FALSE,FALSE,TRUE,FALSE,49.57,879.53,49.57,49.57,489.34,929.1
TRUE,FALSE,TRUE,FALSE,224.87,882.58,224.87,224.87,666.16,1107.45
TRUE,TRUE,FALSE,FALSE,470.49,703.07,400.18,540.8,681.41,822.03
FALSE,TRUE,FALSE,FALSE,295,701.64,224.83,365.16,505.49,645.81
FALSE,TRUE,FALSE,TRUE,276.51,700.95,206.42,346.61,486.8,626.99
FALSE,TRUE,FALSE,FALSE,289.54,698.18,219.72,359.36,499,638.63
FALSE,FALSE,TRUE,TRUE,42.58,881.82,42.58,42.58,483.49,924.4
FALSE,FALSE,FALSE,TRUE,39.03,881.02,-49.07,127.13,303.33,479.54
FALSE,FALSE,FALSE,TRUE,42.74,884.54,-45.71,131.2,308.1,485.01
FALSE,FALSE,FALSE,TRUE,37.11,881.62,-51.05,125.28,301.6,477.92
FALSE,TRUE,TRUE,FALSE,292.52,705.2,292.52,292.52,645.12,997.71
FALSE,FALSE,FALSE,FALSE,55.62,881.27,-32.51,143.74,320,496.25
FALSE,TRUE,FALSE,FALSE,280.96,703.34,210.63,351.29,491.96,632.63
FALSE,FALSE,TRUE,FALSE,51.67,884.32,51.67,51.67,493.83,936
TRUE,FALSE,FALSE,TRUE,217.97,881.17,129.85,306.09,482.32,658.55
TRUE,FALSE,FALSE,FALSE,227.12,883.35,138.79,315.45,492.12,668.79
FALSE,FALSE,FALSE,TRUE,37.09,887.1,-51.62,125.8,303.22,480.64
FALSE,TRUE,FALSE,TRUE,283.56,707.62,212.8,354.33,495.85,637.37
FALSE,FALSE,TRUE,TRUE,45.09,885.8,45.09,45.09,487.99,930.89
FALSE,FALSE,FALSE,FALSE,49.04,882.42,-39.2,137.28,313.76,490.25
FALSE,TRUE,FALSE,FALSE,290.24,702.81,219.96,360.52,501.08,641.64
TRUE,TRUE,FALSE,TRUE,460.55,709.1,389.64,531.46,673.28,815.1
FALSE,FALSE,FALSE,TRUE,48.14,879.03,-39.76,136.05,311.85,487.66
FALSE,FALSE,FALSE,TRUE,44.2,882.41,-44.04,132.44,308.92,485.41
FALSE,TRUE,FALSE,FALSE,297.18,699.75,227.2,367.15,507.1,647.05
FALSE,FALSE,FALSE,TRUE,39.44,885.39,-49.1,127.98,305.06,482.13
FALSE,TRUE,TRUE,FALSE,293.4,702.33,293.4,293.4,644.56,995.73
FALSE,FALSE,FALSE,FALSE,45.85,880.01,-42.15,133.85,309.85,485.86
TRUE,FALSE,TRUE,FALSE,224.99,880.24,224.99,224.99,665.11,1105.23
FALSE,TRUE,TRUE,TRUE,280.74,701.4,280.74,280.74,631.44,982.14
FALSE,TRUE,TRUE,FALSE,292.99,701.98,292.99,292.99,643.98,994.97
FALSE,TRUE,FALSE,FALSE,290.63,698.61,220.77,360.5,500.22,639.94
FALSE,TRUE,TRUE,FALSE,289.61,702.25,289.61,289.61,640.73,991.85
TRUE,FALSE,FALSE,TRUE,213.62,887.02,124.92,302.32,479.72,657.13
FALSE,TRUE,FALSE,FALSE,297.33,702.19,227.11,367.55,507.99,648.43
TRUE,TRUE,FALSE,FALSE,464.04,703.39,393.7,534.38,675.06,815.73
TRUE,FALSE,FALSE,FALSE,226.76,884.88,138.28,315.25,492.23,669.2
TRUE,TRUE,TRUE,TRUE,458.94,705.73,458.94,458.94,811.81,1164.67
TRUE,FALSE,TRUE,FALSE,220.16,885.26,220.16,220.16,662.79,1105.42
FALSE,TRUE,TRUE,FALSE,288.97,700.09,288.97,288.97,639.01,989.06
FALSE,TRUE,TRUE,FALSE,289.97,702.98,289.97,289.97,641.47,992.96
TRUE,FALSE,TRUE,TRUE,211.7,890.17,211.7,211.7,656.78,1101.87
FALSE,FALSE,TRUE,TRUE,42.84,881.17,42.84,42.84,483.42,924
FALSE,FALSE,FALSE,FALSE,47.05,886.73,-41.63,135.72,313.06,490.41
FALSE,TRUE,FALSE,FALSE,288.3,703.24,217.98,358.63,499.28,639.92
TRUE,FALSE,TRUE,FALSE,218.17,885.02,218.17,218.17,660.68,1103.19
TRUE,TRUE,TRUE,TRUE,452.72,709.29,452.72,452.72,807.37,1162.01
TRUE,TRUE,FALSE,TRUE,458.18,706.81,387.5,528.86,670.22,811.58
FALSE,FALSE,TRUE,TRUE,40.16,882.11,40.16,40.16,481.22,922.28
TRUE,FALSE,TRUE,FALSE,229.35,880.31,229.35,229.35,669.51,1109.66
TRUE,TRUE,FALSE,FALSE,469.06,702.62,398.79,539.32,679.84,820.36
FALSE,FALSE,TRUE,FALSE,48.62,882.24,48.62,48.62,489.74,930.86
TRUE,FALSE,TRUE,FALSE,233.42,883.33,233.42,233.42,675.08,1116.74
FALSE,FALSE,TRUE,TRUE,48.86,883.2,48.86,48.86,490.46,932.06
TRUE,FALSE,TRUE,TRUE,223.13,882.06,223.13,223.13,664.16,1105.18
FALSE,TRUE,TRUE,FALSE,296.85,698.7,296.85,296.85,646.2,995.55
FALSE,FALSE,TRUE,TRUE,42.59,886.86,42.59,42.59,486.02,929.45
FALSE,TRUE,TRUE,TRUE,284.13,704.81,284.13,284.13,636.54,988.94
FALSE,FALSE,FALSE,TRUE,41.29,885.3,-47.24,129.82,306.88,483.94
FALSE,TRUE,TRUE,TRUE,283.91,703.1,283.91,283.91,635.46,987
TRUE,TRUE,FALSE,FALSE,465.16,698.22,395.34,534.99,674.63,814.28
TRUE,TRUE,FALSE,TRUE,454.54,705.47,383.99,525.09,666.18,807.28
FALSE,FALSE,TRUE,TRUE,35.82,881.99,35.82,35.82,476.81,917.81
TRUE,FALSE,TRUE,TRUE,221.86,888.07,221.86,221.86,665.89,1109.93
TRUE,TRUE,FALSE,TRUE,453.86,706.77,383.18,524.53,665.89,807.24
TRUE,TRUE,FALSE,TRUE,449.71,704.89,379.22,520.19,661.17,802.15
FALSE,FALSE,FALSE,TRUE,33.23,886.96,-55.46,121.93,299.32,476.71
FALSE,TRUE,TRUE,TRUE,281.2,706.76,281.2,281.2,634.58,987.96
TRUE,TRUE,TRUE,TRUE,455.82,708.19,455.82,455.82,809.92,1164.01
TRUE,TRUE,FALSE,FALSE,471.25,701.8,401.07,541.42,681.78,822.14
TRUE,TRUE,FALSE,FALSE,475.71,702.72,405.44,545.98,686.53,827.07
TRUE,FALSE,FALSE,TRUE,223.13,883.22,134.81,311.45,488.1,664.74
