LAMBDA,PRM,RMF,RD,mean,std,cr0,cr1,cr2,cr3
FALSE,TRUE,FALSE,TRUE,276.66,702.47,206.41,346.9,487.4,627.89
FALSE,TRUE,TRUE,FALSE,297.28,697.69,297.28,297.28,646.13,994.97
TRUE,FALSE,TRUE,FALSE,222.67,885.82,222.67,222.67,665.58,1108.49
TRUE,TRUE,TRUE,FALSE,471.48,704.17,471.48,471.48,823.56,1175.65
TRUE,FALSE,FALSE,TRUE,221.58,885.78,133.01,310.16,487.32,664.48
TRUE,FALSE,FALSE,TRUE,218.62,884.71,130.15,307.09,484.04,660.98
TRUE,TRUE,TRUE,TRUE,450.63,707.11,450.63,450.63,804.19,1157.74
FALSE,TRUE,FALSE,FALSE,291.71,699.06,221.8,361.62,501.43,641.24
FALSE,TRUE,TRUE,TRUE,287.74,699.26,287.74,287.74,637.37,987
TRUE,TRUE,FALSE,FALSE,465.81,704.45,395.36,536.25,677.14,818.03
FALSE,FALSE,TRUE,TRUE,38.33,884.71,38.33,38.33,480.69,923.05
TRUE,TRUE,FALSE,FALSE,467.85,703.22,397.53,538.17,678.82,819.46
FALSE,TRUE,FALSE,FALSE,287.1,702.13,216.89,357.32,497.74,638.17
TRUE,TRUE,TRUE,FALSE,468.12,704.37,468.12,468.12,820.31,1172.5
TRUE,FALSE,FALSE,TRUE,222.84,889.07,133.93,311.75,489.56,667.37
FALSE,FALSE,TRUE,TRUE,38.1,888.1,38.1,38.1,482.15,926.2
TRUE,TRUE,FALSE,FALSE,465.79,704.82,395.31,536.27,677.24,818.2
TRUE,FALSE,FALSE,TRUE,213.11,888.1,124.3,301.92,479.55,657.17
FALSE,TRUE,TRUE,TRUE,288.23,705.91,288.23,288.23,641.18,994.14
TRUE,TRUE,FALSE,FALSE,464.17,703.74,393.79,534.54,675.29,816.04
FALSE,TRUE,FALSE,TRUE,278.01,705.53,207.45,348.56,489.66,630.77
FALSE,FALSE,FALSE,TRUE,38.21,878.77,-49.67,126.08,301.84,477.59
FALSE,TRUE,TRUE,FALSE,294.94,701.5,294.94,294.94,645.69,996.43
TRUE,TRUE,TRUE,TRUE,451.33,705.88,451.33,451.33,804.27,1157.21
TRUE,TRUE,TRUE,FALSE,471.92,701.24,471.92,471.92,822.54,1173.16
TRUE,TRUE,FALSE,FALSE,464.05,704.99,393.56,534.55,675.55,816.55
FALSE,TRUE,TRUE,TRUE,279.32,702.35,279.32,279.32,630.49,981.67
FALSE,FALSE,FALSE,FALSE,45.99,884.52,-42.46,134.45,311.35,488.26
TRUE,TRUE,FALSE,TRUE,457.64,704,387.24,528.04,668.84,809.64
TRUE,FALSE,FALSE,FALSE,232.21,884.34,143.78,320.65,497.52,674.39
TRUE,FALSE,FALSE,TRUE,211.64,888.17,122.82,300.46,478.09,655.73
TRUE,TRUE,TRUE,FALSE,467.58,698.68,467.58,467.58,816.92,1166.26
TRUE,TRUE,TRUE,FALSE,457.68,703.42,457.68,457.68,809.39,1161.1
TRUE,FALSE,FALSE,TRUE,224.57,888.09,135.76,313.38,491,668.62
TRUE,TRUE,TRUE,FALSE,465.82,702.44,465.82,465.82,817.04,1168.26
TRUE,FALSE,TRUE,TRUE,209.37,890.16,209.37,209.37,654.45,1099.53
FALSE,FALSE,FALSE,TRUE,45.38,880.64,-42.68,133.45,309.57,485.7
TRUE,FALSE,TRUE,TRUE,217.18,890.3,217.18,217.18,662.33,1107.48
FALSE,FALSE,TRUE,FALSE,58.69,879.87,58.69,58.69,498.62,938.56
TRUE,FALSE,TRUE,FALSE,233.31,879.55,233.31,233.31,673.09,1112.87
FALSE,TRUE,FALSE,TRUE,292.39,705.6,221.83,362.95,504.07,645.19
FALSE,TRUE,FALSE,TRUE,278.22,702.83,207.94,348.5,489.07,629.63
TRUE,FALSE,TRUE,TRUE,224.22,882.95,224.22,224.22,665.7,1107.17
FALSE,FALSE,TRUE,FALSE,52.11,882.72,52.11,52.11,493.47,934.83
TRUE,TRUE,FALSE,TRUE,459.96,707.06,389.26,530.67,672.08,813.49
FALSE,FALSE,FALSE,TRUE,55.65,882.68,-32.62,143.92,320.45,496.99
TRUE,FALSE,FALSE,FALSE,218.93,889.74,129.96,307.9,485.85,663.8
FALSE,FALSE,TRUE,TRUE,53.39,880.7,53.39,53.39,493.74,934.09
FALSE,FALSE,FALSE,TRUE,38.37,886.07,-50.24,126.98,304.19,481.41
FALSE,TRUE,FALSE,FALSE,293.3,697.26,223.57,363.03,502.48,641.93
FALSE,TRUE,TRUE,TRUE,289.5,701.54,289.5,289.5,640.27,991.04
TRUE,TRUE,FALSE,TRUE,463.35,704.18,392.93,533.77,674.61,815.44
FALSE,FALSE,FALSE,FALSE,52.24,884.48,-36.21,140.69,317.59,494.48
FALSE,FALSE,FALSE,TRUE,42.01,881.35,-46.13,130.15,306.42,482.69
TRUE,TRUE,FALSE,TRUE,456.31,701.6,386.15,526.47,666.79,807.11
FALSE,TRUE,FALSE,FALSE,291.93,699.94,221.94,361.93,501.92,641.91
FALSE,TRUE,TRUE,FALSE,280.22,701.9,280.22,280.22,631.17,982.12
FALSE,FALSE,TRUE,TRUE,41.22,881.05,41.22,41.22,481.75,922.28
TRUE,TRUE,TRUE,FALSE,470.47,701.98,470.47,470.47,821.46,1172.45
FALSE,FALSE,FALSE,TRUE,40.85,880.75,-47.22,128.93,305.08,481.23
FALSE,FALSE,TRUE,FALSE,39.69,884.39,39.69,39.69,481.89,924.08
TRUE,TRUE,FALSE,FALSE,469.57,701.2,399.45,539.69,679.93,820.17
FALSE,FALSE,FALSE,FALSE,40.79,878.98,-47.1,128.69,304.49,480.28
FALSE,TRUE,TRUE,TRUE,286.55,704.57,286.55,286.55,638.84,991.12
TRUE,FALSE,FALSE,FALSE,224.4,884.24,135.97,312.82,489.67,666.52
TRUE,FALSE,TRUE,TRUE,222.68,885.59,222.68,222.68,665.48,1108.28
TRUE,FALSE,FALSE,TRUE,220.41,881.02,132.31,308.51,484.72,660.92
TRUE,TRUE,TRUE,TRUE,457.1,704.5,457.1,457.1,809.35,1161.6
FALSE,TRUE,FALSE,TRUE,284.6,698.35,214.76,354.43,494.1,633.77
TRUE,TRUE,TRUE,TRUE,459.15,704.92,459.15,459.15,811.61,1164.07
TRUE,FALSE,FALSE,FALSE,227.79,882.3,139.56,316.02,492.48,668.94
TRUE,FALSE,FALSE,TRUE,213.41,892.66,124.15,302.68,481.21,659.74
TRUE,TRUE,TRUE,FALSE,467.3,706.22,467.3,467.3,820.41,1173.52
FALSE,FALSE,FALSE,FALSE,47.35,883,-40.95,135.65,312.25,488.85
FALSE,FALSE,TRUE,TRUE,37.56,888.5,37.56,37.56,481.81,926.06
FALSE,TRUE,FALSE,FALSE,287.11,703.61,216.74,357.47,498.19,638.91
TRUE,TRUE,FALSE,FALSE,461.47,701.58,391.31,531.63,671.95,812.26
FALSE,TRUE,TRUE,FALSE,288.05,703.85,288.05,288.05,639.97,991.89
TRUE,TRUE,FALSE,FALSE,464.81,706.29,394.18,535.44,676.69,817.95
FALSE,FALSE,FALSE,FALSE,53.86,888.53,-34.99,142.71,320.42,498.12
TRUE,TRUE,FALSE,FALSE,466.34,705.72,395.77,536.91,678.06,819.2
FALSE,TRUE,TRUE,FALSE,297.03,703.76,297.03,297.03,648.91,1000.79
TRUE,FALSE,TRUE,FALSE,225.58,890.23,225.58,225.58,670.7,1115.81
FALSE,FALSE,FALSE,TRUE,40.03,880.74,-48.04,128.11,304.25,480.4
TRUE,TRUE,FALSE,TRUE,449.19,710.45,378.15,520.24,662.33,804.42
TRUE,FALSE,TRUE,FALSE,224.52,888.63,224.52,224.52,668.83,1113.14
FALSE,FALSE,FALSE,TRUE,39.47,886.21,-49.15,128.09,305.33,482.58
TRUE,TRUE,TRUE,FALSE,472.6,703.76,472.6,472.6,824.48,1176.36
TRUE,TRUE,TRUE,TRUE,453.43,707.31,453.43,453.43,807.09,1160.74
FALSE,TRUE,FALSE,FALSE,288.43,702.55,218.17,358.68,499.19,639.7
FALSE,TRUE,TRUE,FALSE,297.13,701.2,297.13,297.13,647.73,998.33
FALSE,FALSE,TRUE,FALSE,56.73,876.86,56.73,56.73,495.16,933.59
FALSE,FALSE,FALSE,TRUE,40.13,881.45,-48.02,128.28,304.57,480.86
TRUE,TRUE,FALSE,TRUE,458.37,705.07,387.86,528.88,669.89,810.9
FALSE,FALSE,FALSE,FALSE,57.69,886.81,-30.99,146.37,323.73,501.09
TRUE,TRUE,FALSE,TRUE,454.66,707.77,383.88,525.43,666.99,808.54
TRUE,TRUE,FALSE,TRUE,456.66,705.26,386.13,527.18,668.23,809.29
FALSE,TRUE,FALSE,TRUE,282.51,703.27,212.18,352.84,493.49,634.14
TRUE,TRUE,TRUE,FALSE,466.02,704.65,466.02,466.02,818.34,1170.66
FALSE,TRUE,TRUE,FALSE,292.61,704.21,292.61,292.61,644.71,996.82
FALSE,FALSE,TRUE,TRUE,47.15,884.95,47.15,47.15,489.62,932.1
TRUE,TRUE,FALSE,TRUE,454.94,699.74,384.97,524.92,664.86,804.81
TRUE,FALSE,TRUE,TRUE,221.52,883.46,221.52,221.52,663.25,1104.98
TRUE,FALSE,FALSE,TRUE,220.63,885.59,132.07,309.19,486.31,663.43
FALSE,FALSE,TRUE,TRUE,36.03,883.48,36.03,36.03,477.77,919.51
TRUE,TRUE,TRUE,TRUE,461.61,705.32,461.61,461.61,814.27,1166.93
FALSE,TRUE,TRUE,TRUE,280.36,707.54,280.36,280.36,634.13,987.91
FALSE,TRUE,FALSE,FALSE,291.94,701.62,221.78,362.1,502.43,642.75
FALSE,TRUE,TRUE,TRUE,285.53,702.85,285.53,285.53,636.95,988.38
TRUE,TRUE,FALSE,FALSE,464.19,709.19,393.27,535.11,676.95,818.78
FALSE,TRUE,FALSE,TRUE,277.47,703.99,207.07,347.87,488.66,629.46
FALSE,TRUE,FALSE,FALSE,285.1,702.92,214.81,355.4,495.98,636.57
FALSE,FALSE,FALSE,TRUE,41.63,885.18,-46.89,130.15,307.18,484.22
TRUE,FALSE,FALSE,TRUE,213.12,885.18,124.61,301.64,478.68,655.71
FALSE,TRUE,FALSE,FALSE,290.82,702.31,220.59,361.06,501.52,641.98
TRUE,FALSE,FALSE,FALSE,232.3,885.14,143.79,320.82,497.84,674.87
TRUE,FALSE,TRUE,FALSE,235.05,882.12,235.05,235.05,676.11,1117.17
FALSE,TRUE,TRUE,FALSE,293.44,705.01,293.44,293.44,645.95,998.45
TRUE,TRUE,FALSE,FALSE,464.4,701.48,394.25,534.55,674.85,815.14
FALSE,FALSE,TRUE,TRUE,39.97,882.02,39.97,39.97,480.98,921.99
TRUE,FALSE,FALSE,FALSE,218.62,885.46,130.07,307.16,484.25,661.34
TRUE,TRUE,FALSE,FALSE,468.78,699.72,398.81,538.75,678.7,818.64
TRUE,FALSE,FALSE,TRUE,219.33,887.25,130.6,308.05,485.5,662.95
FALSE,TRUE,FALSE,TRUE,281.44,706.05,210.83,352.04,493.25,634.46
TRUE,FALSE,TRUE,TRUE,221.66,886.9,221.66,221.66,665.1,1108.55
FALSE,TRUE,TRUE,FALSE,289.11,701.81,289.11,289.11,640.02,990.92
TRUE,TRUE,FALSE,TRUE,455.85,707.63,385.09,526.61,668.14,809.67
TRUE,TRUE,TRUE,TRUE,458.41,706.77,458.41,458.41,811.8,1165.18
FALSE,TRUE,TRUE,FALSE,294.18,697.55,294.18,294.18,642.96,991.73
FALSE,TRUE,TRUE,FALSE,297.5,702.69,297.5,297.5,648.85,1000.19
FALSE,FALSE,TRUE,FALSE,53.06,886.53,53.06,53.06,496.33,939.6
FALSE,FALSE,FALSE,FALSE,48.06,882.79,-40.22,136.34,312.9,489.46
TRUE,FALSE,FALSE,TRUE,218.53,885.31,129.99,307.06,484.12,661.18
FALSE,FALSE,FALSE,FALSE,39.44,879.12,-48.47,127.35,303.18,479
FALSE,FALSE,TRUE,TRUE,35.44,885.63,35.44,35.44,478.26,921.07
TRUE,TRUE,TRUE,FALSE,470.5,700.67,470.5,470.5,820.83,1171.17
TRUE,FALSE,TRUE,FALSE,228.14,885.27,228.14,228.14,670.77,1113.41
TRUE,FALSE,TRUE,FALSE,226.71,886.5,226.71,226.71,669.97,1113.22
FALSE,FALSE,TRUE,FALSE,50.3,882.25,50.3,50.3,491.43,932.55
FALSE,FALSE,FALSE,TRUE,34.41,883.23,-53.92,122.73,299.38,476.02
FALSE,FALSE,TRUE,TRUE,46.83,883.1,46.83,46.83,488.38,929.93
TRUE,TRUE,FALSE,TRUE,457.48,706.16,386.86,528.09,669.33,810.56
FALSE,FALSE,TRUE,FALSE,52.71,880.83,52.71,52.71,493.13,933.54
FALSE,TRUE,FALSE,TRUE,276.96,705.97,206.37,347.56,488.75,629.95
TRUE,FALSE,FALSE,FALSE,227.64,884.26,139.22,316.07,492.92,669.77
FALSE,TRUE,FALSE,FALSE,291.35,702.54,221.1,361.61,502.12,642.63
TRUE,FALSE,FALSE,FALSE,224.02,878.66,136.15,311.88,487.61,663.35
TRUE,TRUE,TRUE,TRUE,450.12,704.77,450.12,450.12,802.51,1154.89
FALSE,TRUE,TRUE,TRUE,288.49,701,288.49,288.49,638.99,989.49
FALSE,FALSE,FALSE,FALSE,51.7,877.81,-36.08,139.48,315.04,490.6
TRUE,TRUE,TRUE,FALSE,462.44,701.91,462.44,462.44,813.4,1164.36
FALSE,FALSE,TRUE,TRUE,40.21,883.5,40.21,40.21,481.96,923.71
FALSE,FALSE,FALSE,TRUE,35.3,888.51,-53.55,124.15,301.85,479.55
TRUE,TRUE,FALSE,TRUE,449.32,701.81,379.14,519.5,659.87,800.23
FALSE,TRUE,FALSE,FALSE,295.01,705.84,224.42,365.59,506.76,647.93
TRUE,FALSE,TRUE,TRUE,223.3,885.54,223.3,223.3,666.07,1108.84
FALSE,FALSE,TRUE,TRUE,45.68,882.74,45.68,45.68,487.05,928.42
TRUE,TRUE,FALSE,TRUE,458.32,707.95,387.53,529.11,670.7,812.29
TRUE,FALSE,TRUE,TRUE,219.1,881.1,219.1,219.1,659.65,1100.2
FALSE,FALSE,FALSE,TRUE,41.71,880.85,-46.37,129.8,305.97,482.14
TRUE,TRUE,FALSE,FALSE,461.53,707.58,390.77,532.29,673.8,815.32
TRUE,TRUE,TRUE,TRUE,463.55,709.66,463.55,463.55,818.38,1173.21
FALSE,TRUE,TRUE,TRUE,286.28,698.99,286.28,286.28,635.77,985.26
TRUE,TRUE,FALSE,TRUE,454.13,704.05,383.73,524.54,665.35,806.16
FALSE,TRUE,FALSE,FALSE,289.06,698.42,219.22,358.9,498.59,638.27
FALSE,FALSE,FALSE,TRUE,48.57,881.21,-39.56,136.69,312.93,489.17
FALSE,FALSE,TRUE,TRUE,34.2,887.48,34.2,34.2,477.94,921.68
TRUE,TRUE,FALSE,FALSE,467.7,706.32,397.06,538.33,679.59,820.86
FALSE,TRUE,TRUE,TRUE,274.43,704.34,274.43,274.43,626.6,978.77
TRUE,FALSE,FALSE,TRUE,215.16,883.8,126.78,303.53,480.29,657.05
FALSE,TRUE,TRUE,TRUE,285.64,707.88,285.64,285.64,639.58,993.52
TRUE,FALSE,FALSE,TRUE,221.36,888.11,132.55,310.17,487.8,665.42
FALSE,TRUE,TRUE,FALSE,286.89,706.03,286.89,286.89,639.9,992.91
FALSE,TRUE,TRUE,TRUE,279.65,702.13,279.65,279.65,630.72,981.78
TRUE,FALSE,FALSE,FALSE,229.8,884.33,141.37,318.24,495.1,671.97
FALSE,FALSE,TRUE,FALSE,51.35,882.74,51.35,51.35,492.72,934.09
FALSE,TRUE,TRUE,TRUE,281.83,705.03,281.83,281.83,634.35,986.86
FALSE,TRUE,TRUE,FALSE,294.66,701.51,294.66,294.66,645.42,996.18
FALSE,FALSE,FALSE,FALSE,57.7,878.77,-30.17,145.58,321.34,497.09
TRUE,FALSE,FALSE,TRUE,217.09,887.99,128.29,305.89,483.49,661.09
FALSE,FALSE,TRUE,FALSE,57.44,880.82,57.44,57.44,497.85,938.26
TRUE,TRUE,FALSE,FALSE,464.1,706.58,393.44,534.76,676.07,817.39
FALSE,FALSE,FALSE,FALSE,41.12,878.16,-46.7,128.93,304.57,480.2
TRUE,FALSE,FALSE,TRUE,219.26,887.68,130.49,308.03,485.56,663.1
TRUE,FALSE,FALSE,TRUE,221.79,883.68,133.42,310.16,486.89,663.63
FALSE,FALSE,TRUE,FALSE,64,883,64,64,505.49,946.99
FALSE,TRUE,TRUE,TRUE,282.68,708.21,282.68,282.68,636.79,990.89
FALSE,FALSE,TRUE,FALSE,56.85,879.4,56.85,56.85,496.55,936.25
FALSE,TRUE,TRUE,TRUE,278.36,702.79,278.36,278.36,629.75,981.14
TRUE,FALSE,FALSE,FALSE,230.55,883.65,142.18,318.92,495.65,672.38
TRUE,FALSE,FALSE,TRUE,216,883.24,127.67,304.32,480.97,657.61
FALSE,FALSE,TRUE,FALSE,51.78,886.37,51.78,51.78,494.96,938.15
TRUE,FALSE,TRUE,FALSE,224.45,886.21,224.45,224.45,667.56,1110.66
TRUE,FALSE,TRUE,TRUE,215.18,885.09,215.18,215.18,657.72,1100.26
FALSE,FALSE,TRUE,TRUE,40.7,886.26,40.7,40.7,483.83,926.96
FALSE,TRUE,TRUE,FALSE,290.44,699.55,290.44,290.44,640.21,989.99
FALSE,TRUE,TRUE,FALSE,290.42,702.48,290.42,290.42,641.66,992.9
TRUE,TRUE,FALSE,TRUE,456.86,704.79,386.38,527.34,668.29,809.25
TRUE,FALSE,FALSE,TRUE,216.55,878.95,128.65,304.44,480.23,656.02
TRUE,TRUE,TRUE,TRUE,453.57,711.08,453.57,453.57,809.11,1164.65
TRUE,TRUE,TRUE,FALSE,461.5,701.65,461.5,461.5,812.32,1163.14
FALSE,FALSE,TRUE,TRUE,40.76,882.19,40.76,40.76,481.85,922.95
FALSE,FALSE,FALSE,FALSE,56.55,881.2,-31.57,144.67,320.91,497.15
FALSE,FALSE,FALSE,TRUE,47.77,886.29,-40.86,136.4,313.66,490.92
FALSE,TRUE,TRUE,FALSE,288.5,704.52,288.5,288.5,640.76,993.02
FALSE,TRUE,FALSE,FALSE,290.3,699.64,220.34,360.27,500.2,640.12
FALSE,FALSE,FALSE,FALSE,53.18,886.3,-35.45,141.81,319.07,496.33
TRUE,TRUE,TRUE,TRUE,458.94,704.62,458.94,458.94,811.25,1163.56
TRUE,TRUE,FALSE,TRUE,462.39,704.49,391.95,532.84,673.74,814.64
TRUE,FALSE,TRUE,TRUE,213.37,881.13,213.37,213.37,653.94,1094.51
TRUE,TRUE,FALSE,FALSE,465.32,706.89,394.63,536.01,677.39,818.76
FALSE,FALSE,TRUE,FALSE,64.6,886.81,64.6,64.6,508,951.41
TRUE,FALSE,FALSE,TRUE,215.27,880.75,127.2,303.35,479.5,655.65
TRUE,FALSE,FALSE,TRUE,217.19,884.99,128.69,305.68,482.68,659.68
TRUE,FALSE,FALSE,FALSE,226.56,885.65,138,315.13,492.26,669.39
FALSE,TRUE,FALSE,FALSE,295.35,704.68,224.88,365.82,506.76,647.69
FALSE,TRUE,FALSE,FALSE,292.39,703.83,222.01,362.77,503.54,644.31
TRUE,FALSE,FALSE,TRUE,211.58,888.56,122.73,300.44,478.15,655.87
TRUE,FALSE,TRUE,FALSE,226.74,886.59,226.74,226.74,670.04,1113.34
FALSE,TRUE,FALSE,FALSE,290.14,702.79,219.86,360.42,500.98,641.54
TRUE,FALSE,TRUE,TRUE,217.57,884.67,217.57,217.57,659.91,1102.24
FALSE,FALSE,FALSE,TRUE,49.02,882.64,-39.24,137.29,313.81,490.34
FALSE,TRUE,FALSE,FALSE,289,702.43,218.76,359.24,499.73,640.21
TRUE,FALSE,FALSE,TRUE,222.46,886.62,133.79,311.12,488.44,665.77
FALSE,FALSE,FALSE,TRUE,40.27,888.9,-48.62,129.16,306.94,484.72
TRUE,FALSE,FALSE,FALSE,232.56,886.43,143.91,321.2,498.49,675.77
TRUE,TRUE,TRUE,TRUE,458.97,705.27,458.97,458.97,811.6,1164.24
FALSE,TRUE,FALSE,FALSE,293.51,697.88,223.72,363.3,502.87,642.45
FALSE,FALSE,TRUE,TRUE,34.44,891.84,34.44,34.44,480.36,926.28
TRUE,TRUE,TRUE,TRUE,457.73,707.21,457.73,457.73,811.33,1164.93
TRUE,TRUE,FALSE,FALSE,469.51,703.27,399.18,539.84,680.49,821.14
FALSE,TRUE,FALSE,FALSE,286.58,701.71,216.41,356.75,497.09,637.43
TRUE,TRUE,TRUE,TRUE,460.16,699.67,460.16,460.16,809.99,1159.82
FALSE,FALSE,TRUE,TRUE,37.34,886.5,37.34,37.34,480.59,923.84
FALSE,FALSE,FALSE,FALSE,54.6,877.93,-33.2,142.39,317.98,493.56
FALSE,FALSE,TRUE,FALSE,53.95,882.96,53.95,53.95,495.44,936.92
FALSE,FALSE,FALSE,FALSE,47.29,879.46,-40.65,135.24,311.13,487.02
TRUE,FALSE,FALSE,FALSE,233.44,881.43,145.29,321.58,497.87,674.15
TRUE,FALSE,FALSE,FALSE,228.72,887.97,139.92,317.52,495.11,672.7
FALSE,FALSE,TRUE,TRUE,45.75,882.3,45.75,45.75,486.9,928.05
TRUE,FALSE,TRUE,TRUE,220.91,881.57,220.91,220.91,661.7,1102.48
FALSE,FALSE,FALSE,FALSE,58.46,879.4,-29.49,146.4,322.28,498.16
TRUE,FALSE,FALSE,FALSE,224.95,878.73,137.07,312.82,488.57,664.31
TRUE,FALSE,FALSE,TRUE,217.15,886.07,128.55,305.76,482.97,660.19
TRUE,FALSE,TRUE,TRUE,219.34,881.29,219.34,219.34,659.98,1100.63
FALSE,TRUE,FALSE,FALSE,287.35,705.44,216.8,357.89,498.98,640.06
FALSE,TRUE,TRUE,FALSE,292.91,704.7,292.91,292.91,645.26,997.61
FALSE,FALSE,FALSE,FALSE,45.2,881.16,-42.92,133.31,309.54,485.78
FALSE,FALSE,TRUE,FALSE,52.09,885.78,52.09,52.09,494.98,937.87
TRUE,TRUE,TRUE,TRUE,459.99,707.49,459.99,459.99,813.74,1167.48
TRUE,FALSE,TRUE,FALSE,224.66,880.71,224.66,224.66,665.01,1105.37
FALSE,TRUE,FALSE,FALSE,287.08,702.91,216.79,357.37,497.95,638.53
TRUE,FALSE,TRUE,FALSE,227.22,884.41,227.22,227.22,669.43,1111.63
FALSE,FALSE,TRUE,FALSE,43.32,880.57,43.32,43.32,483.61,923.89
TRUE,TRUE,FALSE,TRUE,455.75,706.2,385.13,526.37,667.61,808.85
FALSE,TRUE,FALSE,FALSE,297.66,699.44,227.71,367.6,507.49,647.38
TRUE,TRUE,TRUE,FALSE,473.9,702.19,473.9,473.9,825,1176.1
TRUE,TRUE,TRUE,TRUE,460.39,708.72,460.39,460.39,814.75,1169.11
TRUE,FALSE,FALSE,TRUE,212.91,884.21,124.49,301.33,478.17,655.01
FALSE,TRUE,TRUE,FALSE,296.02,702.82,296.02,296.02,647.43,998.84
FALSE,FALSE,FALSE,FALSE,62.29,883.51,-26.06,150.64,327.34,504.05
TRUE,TRUE,FALSE,TRUE,459.29,704.75,388.81,529.76,670.71,811.66
FALSE,FALSE,FALSE,FALSE,54.27,885,-34.23,142.77,319.77,496.77
FALSE,TRUE,FALSE,FALSE,293.03,703.51,222.68,363.38,504.08,644.78
TRUE,TRUE,TRUE,TRUE,452.6,708.62,452.6,452.6,806.91,1161.22
FALSE,FALSE,TRUE,FALSE,57.65,881.6,57.65,57.65,498.45,939.25
TRUE,TRUE,FALSE,FALSE,464.52,702.22,394.3,534.75,675.19,815.63
TRUE,FALSE,FALSE,TRUE,210.21,884.88,121.72,298.7,475.67,652.65
FALSE,TRUE,TRUE,TRUE,281.02,703.67,281.02,281.02,632.85,984.69
TRUE,TRUE,TRUE,TRUE,450.06,705.3,450.06,450.06,802.71,1155.36
TRUE,TRUE,TRUE,TRUE,457.34,709.38,457.34,457.34,812.03,1166.72
TRUE,TRUE,FALSE,TRUE,462.04,699.67,392.07,532,671.94,811.87
TRUE,TRUE,FALSE,FALSE,464.86,705.64,394.3,535.43,676.56,817.69
FALSE,TRUE,TRUE,FALSE,290.23,702.8,290.23,290.23,641.63,993.03
FALSE,TRUE,FALSE,TRUE,274.64,705.96,204.04,345.24,486.43,627.62
FALSE,FALSE,TRUE,FALSE,57.77,883.15,57.77,57.77,499.35,940.92
TRUE,TRUE,FALSE,TRUE,456.83,711.26,385.71,527.96,670.21,812.46
TRUE,TRUE,TRUE,TRUE,448.97,704.73,448.97,448.97,801.33,1153.69
TRUE,FALSE,FALSE,TRUE,212.6,888.47,123.75,301.44,479.14,656.83
FALSE,FALSE,TRUE,TRUE,40.31,886.9,40.31,40.31,483.76,927.22
FALSE,TRUE,FALSE,TRUE,286.35,705.04,215.85,356.85,497.86,638.87
FALSE,FALSE,FALSE,FALSE,61.2,882.78,-27.08,149.48,326.04,502.59
FALSE,FALSE,TRUE,TRUE,38.19,885.78,38.19,38.19,481.08,923.97
TRUE,TRUE,FALSE,FALSE,462.82,705.48,392.27,533.37,674.46,815.56
FALSE,TRUE,FALSE,FALSE,295.57,703.91,225.18,365.96,506.75,647.53
TRUE,TRUE,TRUE,TRUE,456.63,705.82,456.63,456.63,809.54,1162.45
FALSE,FALSE,TRUE,TRUE,48.48,879.25,48.48,48.48,488.11,927.73
TRUE,TRUE,FALSE,FALSE,473.88,699.36,403.94,543.82,683.69,823.56
TRUE,TRUE,FALSE,FALSE,460.88,704.49,390.43,531.33,672.23,813.13
TRUE,FALSE,FALSE,FALSE,230.9,883.52,142.55,319.25,495.96,672.66
FALSE,TRUE,TRUE,FALSE,288.67,706.98,288.67,288.67,642.16,995.65
TRUE,TRUE,TRUE,FALSE,473.04,702.07,473.04,473.04,824.07,1175.11
TRUE,FALSE,FALSE,FALSE,223.86,881.69,135.69,312.03,488.37,664.7
FALSE,TRUE,FALSE,FALSE,290.51,702.69,220.24,360.78,501.31,641.85
TRUE,TRUE,TRUE,FALSE,465.58,702.6,465.58,465.58,816.88,1168.17
FALSE,TRUE,TRUE,TRUE,278.15,706.87,278.15,278.15,631.58,985.01
FALSE,FALSE,TRUE,TRUE,46.09,889.56,46.09,46.09,490.87,935.64
FALSE,FALSE,TRUE,TRUE,38.55,887.6,38.55,38.55,482.35,926.15
TRUE,TRUE,FALSE,FALSE,464.6,700.95,394.51,534.7,674.89,815.08
TRUE,FALSE,TRUE,FALSE,234,879.83,234,234,673.92,1113.84
FALSE,FALSE,TRUE,FALSE,52.42,882.86,52.42,52.42,493.85,935.28
TRUE,FALSE,TRUE,TRUE,213.89,888.29,213.89,213.89,658.03,1102.18
TRUE,TRUE,TRUE,TRUE,456.2,702,456.2,456.2,807.2,1158.2
TRUE,FALSE,TRUE,FALSE,222.15,883.35,222.15,222.15,663.82,1105.5
TRUE,TRUE,FALSE,TRUE,457.92,704.14,387.51,528.34,669.16,809.99
TRUE,TRUE,TRUE,FALSE,463.17,704.88,463.17,463.17,815.61,1168.05
TRUE,FALSE,FALSE,TRUE,214.44,881.74,126.27,302.61,478.96,655.31
TRUE,TRUE,FALSE,FALSE,463.89,705.97,393.29,534.49,675.68,816.87
FALSE,FALSE,FALSE,FALSE,49.05,880.32,-38.98,137.08,313.15,489.21
FALSE,FALSE,TRUE,FALSE,66.53,884.59,66.53,66.53,508.82,951.12
FALSE,TRUE,TRUE,FALSE,292.44,701.61,292.44,292.44,643.25,994.05
FALSE,FALSE,TRUE,TRUE,44.36,882.79,44.36,44.36,485.76,927.15
TRUE,TRUE,FALSE,FALSE,468.89,697.45,399.15,538.64,678.13,817.62
TRUE,FALSE,FALSE,TRUE,216.24,886.18,127.62,304.86,482.09,659.33
FALSE,FALSE,TRUE,TRUE,40.58,885.85,40.58,40.58,483.51,926.43
